record_id,citation_key,title,journal,publication_year,analysis_period,study_summary,case_report,case_report_conclusion,workflow_stage,specialty,specialty_other_detail,evaluation_target,device,dimensionality,image_modalities,image_modality_other_detail,rendering_type,rendering_other_detail,aux_visualization_content,anchoring_context,registration_method,perception_support,perception_cues,specialty_label,device_label,dimensionality_label,rendering_type_label,registration_method_label,workflow_stage_label,evaluation_target_label,image_modalities_label,anchoring_context_label,perception_cues_label,aux_visualization_content_label
4505,Song 2025,An intuitive and semi-automated transfer function design for interactive region of interest-based direct volume rendering in mixed reality head mounted devices,Virtual Reality,2025,2021-2026,It defined a new interactable volume renderring method using HMD.,False,,not_specified,not_specified,,dataset,hmd_ost,3d,not_specified,,volume_rendering,,,off_situ,,,,Not Specified,HMD (Optical See-Through),3D,Volume Rendering,,Not Specified,Dataset,Not Specified,Off-situ,,
3658,Strong 2025,Augmented Reality Navigation in Craniomaxillofacial/Head and Neck Surgery.,OTO open,2025,2021-2026,A study that uses AR to do craniomaxillofacial/head and neck surgery,False,,intraoperative,head_and_neck,,patient,hmd_ost,3d,ct|mri,,surface_modeling,,color_coding,in_situ,marker_other,False,,Head & Neck,HMD (Optical See-Through),3D,Surface Modeling,Other Marker,Intraoperative,Patient,"CT, MRI",In-situ,,Color Coding
4060,Takamoto 2025,Visual marker-based augmented reality for intraoperative ultrasound in minimally invasive surgery.,Surgical Endoscopy,2025,2021-2026,,False,,intraoperative,abdominal,,patient,spatial_monitor,2d,us,,no_post_processing,,,in_situ,marker_other,,,Abdominal,Spatial Monitor,2D,No Post-processing,Other Marker,Intraoperative,Patient,Ultrasound,In-situ,,
4112,Uchida 2025,Efficacy of Image-Guided Percutaneous Endoscopic Ear Surgery: A Novel Augmented Reality-Assisted Minimally Invasive Surgery.,Otology & Neurotology,2025,2021-2026,Use AR to augment the endoscopic images with CT segmentation and markings,False,,intraoperative,head_and_neck,,patient,spatial_monitor,2d,ct|rgb,,surface_modeling,,color_coding,in_situ,markerless,False,,Head & Neck,Spatial Monitor,2D,Surface Modeling,Markerless,Intraoperative,Patient,"CT, RGB Camera",In-situ,,Color Coding
4518,Umana 2025,Optimizing Strategies in Patients Affected by Tumors Infiltrating the Skull: A Single Center Experience,Brain Sciences,2025,2021-2026,Use AR to improve pre-op planning and intra-op guidance for neoplastic skull invasion,False,,planning|intraoperative,orthopedic,,patient,hmd_ost,3d,ct|mri,,surface_modeling,,,in_situ,marker_optical,False,,Orthopedic,HMD (Optical See-Through),3D,Surface Modeling,Optical Marker,"Planning, Intraoperative",Patient,"CT, MRI",In-situ,,
3979,VanIsseldyk 2025,"Low-Cost Augmented Reality System in Endoscopic Spine Surgery: Analysis of Surgeon Ergonomics, Perceived Workload and A Step-by-Step Guide for Implementation.",Global Spine Journal,2025,2021-2026,Evaluate of AR on surgeon workload and ergonomics during endoscopic spine surgery,False,,intraoperative,orthopedic,,patient,hmd_vst,2d_3d,ct|mri|rgb,,surface_modeling,,color_coding,off_situ,,False,,Orthopedic,HMD (Video See-Through),2D + 3D,Surface Modeling,,Intraoperative,Patient,"CT, MRI, RGB Camera",Off-situ,,Color Coding
3848,Vörös 2025,Hybrid 3D augmented reality for image-guided therapy using autostereoscopic visualization.,International Journal of Computer Assisted Radiology and Surgery,2025,2021-2026,proposes a hybrid 3D AR visualization method combining stereo 3D AR guidance with conventional 2D modalities.,False,,intraoperative,cardiothoracic,,phantom,spatial_monitor,3d,ct,,surface_modeling,,tool_location,off_situ,,False,,Cardiothoracic,Spatial Monitor,3D,Surface Modeling,,Intraoperative,Phantom,CT,Off-situ,,Tool Location
4572,Wang 2025,Application of a hybrid virtual-physical teaching model integrating mixed reality and 3D printing in clinical joint orthopedic education,Frontiers in Surgery,2025,2021-2026,Use AR and 3D printed phantom for joint orthopedic education,False,,education,orthopedic,,human_subject,hmd_ost,3d,ct,,surface_modeling,,,off_situ,,False,,Orthopedic,HMD (Optical See-Through),3D,Surface Modeling,,Education,Human Subject,CT,Off-situ,,
4526,Wang 2025,Mixed reality infrastructure based on deep learning medical image segmentation and 3D visualization for bone tumors using DCU-Net,Journal of Bone Oncology,2025,2021-2026,"Propose DCU-Net for bone tumor CT segmentation, reconstruct 3D tumor/bone models, and build a Mixed Reality infrastructure to support clinicians’ understanding and preoperative planning for bone tumors.",False,DCU-Net improves bone tumor CT segmentation and yields higher-fidelity 3D reconstructions; the MR system helps clinicians better understand tumor morphology/spatial relationships and has potential to improve bone tumor diagnosis/treatment planning.,planning,orthopedic,,patient,hmd_ost,3d,ct,,surface_modeling,,,off_situ,,False,,Orthopedic,HMD (Optical See-Through),3D,Surface Modeling,,Planning,Patient,CT,Off-situ,,
4559,Wang 2025,Offline Modeling and Mixed Reality Based Remote Diagnosis System for Patient-Specific Cardiovascular Diseases,"International Conference on Metaverse Computing, Networking and Applications",2025,2021-2026,"Build an HPC-supported, remotely connected MR collaborative platform that combines offline multi-organ hemodynamic simulation with MR-guided online collaboration to support cardiovascular diagnosis and surgical planning (example: how coronary stent changes propagate hemodynamics to cerebral vasculature).",False,,planning,cardiothoracic,,dataset,hmd_ost,3d,ct|mri,,surface_modeling,,,off_situ,,False,,Cardiothoracic,HMD (Optical See-Through),3D,Surface Modeling,,Planning,Dataset,"CT, MRI",Off-situ,,
4487,Wang 2025,Tumor Displacement Prediction and Augmented Reality Visualization in Brain Tumor Resection Surgery,Journal of Shanghai Jiao Tong University (Science),2025,2021-2026,This study is not primilary on AR. It predicted the displacement of brain tumor during resection surgery. But they proposed an AR system to visualize the displaced tumor for validation.,False,,intraoperative,neurosurgery,,phantom,hmd_ost,3d,mri,,surface_modeling,,color_coding,in_situ,marker_other,False,,Neurosurgery,HMD (Optical See-Through),3D,Surface Modeling,Other Marker,Intraoperative,Phantom,MRI,In-situ,,Color Coding
4548,Wu 2025,Comparative Analysis of Interactive Modalities for Intuitive Endovascular Interventions,IEEE TRANSACTIONS ON VISUALIZATION AND COMPUTER GRAPHICS,2025,2021-2026,Determine which combinations of control input and visualization modality (2D vs HoloLens 3D) best support intuitive robotic endovascular catheter teleoperation.,False,,intraoperative,cardiothoracic,,phantom,hmd_ost,3d,ct,,surface_modeling,,tool_location,off_situ,,False,,Cardiothoracic,HMD (Optical See-Through),3D,Surface Modeling,,Intraoperative,Phantom,CT,Off-situ,,Tool Location
4478,Wu 2025,Interactive mixed reality anatomy learning of normal and malformed inner ears,Anatomical Sciences Education,2025,2021-2026,Evaluate whether an interactive MR tool (HoloInnerEar) improves independent learning of normal + malformed inner ear anatomy compared with traditional learning resources.,False,,education,head_and_neck,,dataset,hmd_ost,2d_3d,ct,,surface_modeling,,,off_situ,,False,,Head & Neck,HMD (Optical See-Through),2D + 3D,Surface Modeling,,Education,Dataset,CT,Off-situ,,
4359,Xiang 2025,Comprehensive mixed reality surgical navigation system for liver surgery.,Journal of Medical Imaging,2025,2021-2026,"Build a self-contained MR liver navigation system that reduces monitor context switching and compensates intraoperative liver deformation, and quantitatively validate it in deformable anatomy.",False,,intraoperative,abdominal,,phantom,hmd_ost,3d,ct|mri,,not_reported,,,in_situ,marker_optical,False,,Abdominal,HMD (Optical See-Through),3D,Not Reported,Optical Marker,Intraoperative,Phantom,"CT, MRI",In-situ,,
4591,Xiang 2025,Surgical Navigation System for Liver Surgery Based on HoloLens® 2,"Medical Imaging 2025: Image-Guided Procedures, Robotic Interventions, and Modeling; Demonstrates feasibility and promising accuracy of a HoloLens 2–based liver navigation system for tracking tools and visualizing anatomy with potential intraoperative guidance benefits; future work targets subsurface validation and clinical workflow integration.",2025,2021-2026,"Develop and validate a HoloLens 2–based surgical navigation system for liver surgery that combines real-time tool tracking, soft-tissue deformation correction (rigid + non-rigid registration), and dynamic 3D model visualization in MR to support intraoperative guidance (especially for locating liver metastases).",False,,intraoperative,abdominal,,phantom,hmd_ost,3d,,3d_model,surface_modeling,,,in_situ,marker_optical,False,,Abdominal,HMD (Optical See-Through),3D,Surface Modeling,Optical Marker,Intraoperative,Phantom,,In-situ,,
3858,Yu 2025,The clinical value and application of augmented reality navigation in brachial plexus schwannoma.,scientific reports,2025,2021-2026,Use AR to guide brachial plexus schwannoma surgery,False,,intraoperative,oncologic,,patient,hmd_ost,not_specified,mri,,surface_modeling,,color_coding,in_situ,marker_other,False,,Oncologic,HMD (Optical See-Through),Not Specified,Surface Modeling,Other Marker,Intraoperative,Patient,MRI,In-situ,,Color Coding
4586,Zhang 2025,Mixed Reality Assisted Radical Endoscopic Thyroidectomy,Journal of Visualized Experiments,2025,2021-2026,Build a CT-based neck 3D hologram pipeline and test whether MR assistance can improve surgeon performance/workload and potentially safety during radical endoscopic thyroidectomy.,False,,planning,head_and_neck,,patient,hmd_ost,3d,ct,,surface_modeling,,,off_situ,,False,,Head & Neck,HMD (Optical See-Through),3D,Surface Modeling,,Planning,Patient,CT,Off-situ,,
4517,Zhao 2025,First German experience using augmented reality for neuroanatomy education in undergraduate medical students: a feasibility and questionnaire-based study,Education Tech Research Dev,2025,2021-2026,A pilot study on using AR/VR for neuroanatomy education,False,,education,neurosurgery,,dataset,hmd_ost,3d,mri,,surface_modeling,,color_coding,off_situ,,,,Neurosurgery,HMD (Optical See-Through),3D,Surface Modeling,,Education,Dataset,MRI,Off-situ,,Color Coding
4103,deGroot 2025,Introducing Holographic Surgical Navigation in Pediatric Wilms' Tumor Patients: A Feasibility Study During Total Nephrectomy.,Bioengineering,2025,2021-2026,"Use AR to visualize Wilm's tumor intraoperatively, test it fesaibility",False,,intraoperative,urology,,patient,hmd_ost,3d,mri,,surface_modeling,,,in_situ,markerless,False,,Urology,HMD (Optical See-Through),3D,Surface Modeling,Markerless,Intraoperative,Patient,MRI,In-situ,,
4290,deGroot 2025,Technical Approach for Infrared Tracking for Soft Tissue Navigation with a Holographic Head-Mounted Display and Preclinical Validation.,JoVE Creative Commons Attribution-NonCommercial,2025,2021-2026,"it describes a comprehensive approach for developing AR visualization applications using custom-made infrared markers for real-time organ tracking using a Head-Mounted Display (HMD), and it provides a validation framework leveraging electromagnetic (EM) tracking to validate holographic accuracy in phantom experiments.",False,,intraoperative,urology,,phantom,hmd_ost,3d,mri,,surface_modeling,,,in_situ,marker_optical,False,,Urology,HMD (Optical See-Through),3D,Surface Modeling,Optical Marker,Intraoperative,Phantom,MRI,In-situ,,
3892,Żelechowski 2025,Augmented reality navigation in orthognathic surgery: Comparative analysis and a paradigm shift.,Healthcare Technology Letters,2025,2021-2026,Uses AR to guide orthognathic surgery.,False,,intraoperative,oral_maxillofacial,,phantom,hmd_ost,3d,ct,,surface_modeling,,tool_location,in_situ,marker_optical,False,,Oral & Maxillofacial,HMD (Optical See-Through),3D,Surface Modeling,Optical Marker,Intraoperative,Phantom,CT,In-situ,,Tool Location
4439,Acar 2026,NAVIUS: Navigated Augmented Reality Visualization for Ureteroscopic Surgery,MICCAI,2026,2021-2026,"Develop and evaluate a system that helps surgeons more fully explore the kidney during ureteroscopy and reduce missed stones. It does this by using augmented reality (AR) to provide real-time visual guidance, such as 3D anatomical maps and scope position overlays.",False,,planning|intraoperative,urology,,phantom,hmd_ost,3d,ct,,surface_modeling,,tool_location,off_situ,,False,,Urology,HMD (Optical See-Through),3D,Surface Modeling,,"Planning, Intraoperative",Phantom,CT,Off-situ,,Tool Location
4097,Jaleel 2026,Augmented Reality Visualization in Musculoskeletal Interventions: User Feedback and Ergonomic Impact on Needle Placement Procedures.,Journal of Vascular and Interventional Radiology,2026,2021-2026,"Assess clinical usability and ergonomic benefit of a head-mounted AR display during musculoskeletal image-guided procedures, especially needle advancement.",False,,intraoperative,orthopedic,,patient,hmd_ost,2d,xray,,no_post_processing,,,off_situ,,False,,Orthopedic,HMD (Optical See-Through),2D,No Post-processing,,Intraoperative,Patient,X-ray,Off-situ,,
4069,Li 2026,Usability Study of Augmented Reality Visualization Modalities on Localization Accuracy in the Head and Neck: Randomized Crossover Trial.,JMIR SERIOUS GAMES,2026,2021-2026,Compare superimposition (SI) vs virtual twin (VT) visualization modalities for head-and-neck anatomical localization (accuracy + efficiency).,False,,training,head_and_neck,,phantom,hmd_ost,3d,ct,,surface_modeling,,,in_situ,markerless,False,,Head & Neck,HMD (Optical See-Through),3D,Surface Modeling,Markerless,Training,Phantom,CT,In-situ,,
4288,Olexa 2026,"Clinical validation of a rapid, markerless, headset-contained augmented reality stereotactic neuronavigation system.",JNS,2026,2021-2026,Quantitatively compare a markerless AR headset neuronavigation system with standard-of-care reference-array stereotactic navigation in real cranial neurosurgery.,True,"AR navigation system provided statistically similar registration accuracy and significantly faster patient model registration compared with the standard-of-care stereotactic neuronavigation system. AR navigation was accurate, fast, and had a minimal footprint, offering new opportunities to incorporate stereotaxis in low-resource, bedside, and urgent/emergency settings.",intraoperative,neurosurgery,,patient,hmd_ost,3d,ct|mri,,surface_modeling,,,in_situ,markerless,False,,Neurosurgery,HMD (Optical See-Through),3D,Surface Modeling,Markerless,Intraoperative,Patient,"CT, MRI",In-situ,,
